Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9_1,Q9_2,Q9_3,Q9_4,Q9_5,Q9_6,Q9_7,Q9_8,Q9_9,Q9_10,Q9_11,Q10,Q10_2_TEXT,Q11,Q12,Q13,Q14,Q15,Q16,Q17,Q18,Q19,Q20,Q20_2_TEXT,Q21_1,Q21_2,Q21_3,Q21_4,Q21_5,Q21_6,Q21_7,Q21_8,Q21_9,Q21_10,Q21_11,Q21_12,Q21_13,Q21_14,Q21_15,Q21_16,Q21_17,Q21_18,Q21_19,Q21_20,Q21_21,Q22_1,Q22_2,Q22_3,Q22_4,Q22_5,Q22_6,Q22_7,Q22_8,Q22_9,Q22_10,Q22_11,Q22_12,Q22_13,Q22_14,Q22_15,Q22_16,Q22_17,Q22_18,Q23_1,Q23_2,Q23_3,Q23_4,Q23_5,Q23_6,Q23_7,Q23_8,Q23_9,Q23_10,Q23_11,Q23_12,Q23_13,Q23_14,Q23_15,Q23_16,Q23_17,Q23_18,Q24_1,Q24_2,Q24_3,Q25_1,Q25_2,Q25_3,Q26_1,Q26_2,Q26_3,Q27_1,Q28_1,Q29,Q29_7_TEXT,Q30,Q30_7_TEXT
22,Female   ,4-year College Degree   ,White/Caucasian   ,No   ,Normal weight,Married (Cohabiting),Strongly agree,Strongly agree,Agree,Agree,Agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Agree,Agree,"Yes, please indicate how many children you have",1 on the way,Gaining weight ,142,I'm very confident about my estimate  ,Over a week ago   ,66,"Pregnancy   ,Significant medical experience impeding mobility   ,Significant relationship change ",,145,115,"Yes, If Yes add box please briefly describe what is working for you",I’m a professional athlete. I eat healthy and in high amount of intake. I don’t count calories and eat when hungry. I work out 3-4 hours a day.,Sometimes,Sometimes,Sometimes,Sometimes,Never,Rarely,Rarely,Sometimes,Rarely,Never,Never,Sometimes,Rarely,Often,Sometimes,Often,Sometimes,Often,Sometimes,Sometimes,Rarely,3,0,0,6,4,4,6,3,3,1,3,6,0,7,3,0,0,2,3,0,0,6,6,6,7,2,0,1,1,5,0,6,0,7,3,6,92,85,70,79,91,,,3,,3,5,No  ,,No  ,
22,Female   ,2-year College Degree   ,White/Caucasian   ,No   ,Normal weight,Never Married  ,,,,,,,,,,,,No,,Keeping my weight about the same   ,150,I'm very confident about my estimate  ,Over a week ago   ,64,,,165,128,"Yes, If Yes add box please briefly describe what is working for you",Eating right and exercising ,Sometimes,Sometimes,Sometimes,Never,Rarely,Never,Never,Rarely,Never,Sometimes,Never,Rarely,Never,Never,Sometimes,Often,Rarely,Rarely,Sometimes,Sometimes,Sometimes,2,0,0,3,0,3,3,7,2,0,1,0,0,1,3,2,3,2,,,,,,,,,,,,,,,,,,,20,10,30,30,10,10,,,,3,,No  ,,,
56,Female   ,Masters Degree   ,White/Caucasian   ,No   ,Overweight,Divorced/Separated,,,,,,,,,,,,"Yes, please indicate how many children you have",4,Keeping my weight about the same   ,192,I'm very confident about my estimate  ,This week   ,65,,,225,165,No  ,,Rarely,Never,Never,Rarely,Rarely,Rarely,Rarely,Rarely,Never,Rarely,Rarely,Sometimes,Never,Sometimes,Sometimes,Often,Sometimes,Sometimes,Rarely,Sometimes,Rarely,4,0,0,3,2,1,5,6,7,2,2,0,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,58,77,85,81,58,,,,4,,No  ,,No  ,
,Female   ,2-year College Degree   ,White/Caucasian   ,No   ,Overweight,Never Married  ,,,,,,,,,,,,No,,Gaining weight ,156,I'm very confident about my estimate  ,Today   ,65 inches,Significant relationship change ,,162,149,No  ,,Sometimes,Sometimes,Rarely,Rarely,Sometimes,Rarely,Never,Never,Never,Rarely,Never,Never,Never,Never,Sometimes,Sometimes,Sometimes,Never,Never,Sometimes,Sometimes,3,3,3,5,1,4,7,4,6,2,6,1,0,0,1,2,2,3,,,,,,,,,,,,,,,,,,,70,65,78,90,91,75,,,,4,,No  ,,No  ,
27,Female   ,2-year College Degree   ,White/Caucasian   ,No   ,Normal weight,Married (Cohabiting),Agree,Disagree,Somewhat agree,Disagree,Disagree,Disagree,Strongly Disagree,Disagree,Disagree,Somewhat disagree,Agree,No,,Keeping my weight about the same   ,120,I'm fairly confident about my estimate   ,Over a week ago   ,63,,,120,105,"Yes, If Yes add box please briefly describe what is working for you","Well balanced diet, moderate exercise ",Sometimes,Sometimes,Sometimes,Often,Never,Rarely,Never,Rarely,Never,Sometimes,Rarely,Often,Never,Sometimes,Sometimes,Rarely,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,5,0,0,3,1,4,7,5,5,1,2,2,0,2,0,5,4,1,0,0,0,2,0,7,7,0,5,0,0,0,0,5,0,5,6,4,90,96,93,95,87,70,,82,44,4,5,No  ,,No  ,
48,Female   ,4-year College Degree   ,White/Caucasian   ,No   ,Overweight,Married (Cohabiting),Somewhat disagree,Somewhat disagree,Somewhat agree,Agree,Agree,Strongly Disagree,Disagree,Disagree,Disagree,Somewhat agree,Agree,"Yes, please indicate how many children you have",4,Gaining weight ,170,I'm very confident about my estimate  ,Today   ,68,,,185,130,No  ,,Sometimes,Sometimes,Sometimes,Sometimes,Rarely,Never,Never,Rarely,Rarely,Never,Rarely,Never,Never,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Often,Often,Never,1,0,0,6,0,0,0,2,4,7,2,0,0,6,0,6,1,2,0,0,0,1,0,0,0,1,7,0,0,0,0,7,0,1,2,1,60,60,60,2,40,2,75,1,1,4,4,No  ,,No  ,
38,Female   ,2-year College Degree   ,White/Caucasian   ,No   ,Obese,Married (Cohabiting),Strongly agree,Somewhat agree,Strongly Disagree,Strongly agree,Strongly Disagree,Strongly Disagree,Somewhat agree,Disagree,Somewhat agree,Agree,Agree,"Yes, please indicate how many children you have",3,Gaining weight ,232,I'm very confident about my estimate  ,This week   ,65,"Pregnancy   ,Started a medication with weight gain as a side effect   ",,250,105,No  ,,Often,Often,Often,Often,Often,Sometimes,Often,Often,Rarely,Often,Sometimes,Rarely,Often,Sometimes,Rarely,Often,Rarely,Sometimes,Often,Sometimes,Often,0,0,0,2,0,0,3,1,2,1,1,5,0,5,5,5,6,7,0,0,0,3,3,3,3,3,4,0,2,0,0,2,0,2,6,1,,,,0,0,,80,20,80,1,5,No  ,,No  ,
25,Female   ,4-year College Degree   ,White/Caucasian   ,No   ,Overweight,Never Married  ,,,,,,,,,,,,No,,Gaining weight ,170,I have some doubts about my estimate   ,Over a year ago ,68,,,178,150,No  ,,Sometimes,Rarely,Sometimes,Rarely,Never,Rarely,Sometimes,Sometimes,Rarely,Never,Never,Never,Often,Rarely,Sometimes,Rarely,Never,Sometimes,Never,Rarely,Rarely,0,0,0,7,3,6,4,3,1,0,0,5,0,6,5,7,5,4,,,,,,,,,,,,,,,,,,,70,60,65,70,60,20,,,,3,,No  ,,No  ,
28,Female   ,2-year College Degree   ,White/Caucasian   ,No   ,Overweight,Married (Cohabiting),Strongly agree,Disagree,Somewhat disagree,Somewhat agree,Strongly agree,Disagree,Strongly Disagree,Disagree,Somewhat agree,Somewhat disagree,Strongly agree,"Yes, please indicate how many children you have",1,Gaining weight ,145,I'm fairly confident about my estimate   ,Over a month ago   ,64,Pregnancy   ,,145,110,No  ,,Never,Rarely,Sometimes,Rarely,Never,Rarely,Never,Rarely,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,7,0,0,7,2,0,5,5,7,0,0,0,0,7,1,0,3,3,5,0,0,5,0,0,6,6,3,0,0,0,0,7,0,7,3,3,0,,,95,79,92,100,100,100,2,2,No  ,,No  ,
,Female   ,4-year College Degree   ,White/Caucasian   ,No   ,Overweight,Married (Cohabiting),Agree,Somewhat disagree,Strongly Disagree,Agree,Somewhat disagree,Agree,Somewhat agree,Somewhat agree,Somewhat agree,Agree,Strongly agree,"Yes, please indicate how many children you have",3,Keeping my weight about the same   ,178,I'm very confident about my estimate  ,This week   ,68,Significant medical experience impeding mobility   ,,208,135,"Yes, If Yes add box please briefly describe what is working for you","yoga, walking,intermittant jogging",Sometimes,Sometimes,Sometimes,Sometimes,Rarely,Sometimes,Sometimes,Sometimes,Sometimes,Rarely,Sometimes,Sometimes,Rarely,Rarely,Rarely,Sometimes,Rarely,Sometimes,Often,Often,Sometimes,3,0,0,,5,3,1,2,5,2,6,5,0,6,3,5,1,3,0,0,0,5,2,5,2,3,3,1,0,,0,6,1,1,1,1,30,20,30,90,72,65,30,60,60,3,4,No  ,,No  ,
,Female   ,2-year College Degree   ,White/Caucasian   ,No   ,Normal weight,Married (Cohabiting),Strongly agree,Strongly Disagree,Strongly agree,Agree,Strongly agree,Agree,Somewhat agree,Strongly Disagree,Disagree,Disagree,Strongly agree,"Yes, please indicate how many children you have",1,Keeping my weight about the same   ,135,I'm fairly confident about my estimate   ,This week   ,64,"Pregnancy   ,Significant relationship change ",,181,130,"Yes, If Yes add box please briefly describe what is working for you",Eating decent portion sizes and regular exercise,Sometimes,Sometimes,Rarely,Rarely,Sometimes,Rarely,Rarely,Sometimes,Sometimes,Rarely,Sometimes,Sometimes,Sometimes,Sometimes,Rarely,Often,Sometimes,Often,Sometimes,Often,Sometimes,0,0,0,4,5,5,5,1,6,1,1,1,0,2,0,0,3,4,1,1,1,1,2,0,3,1,4,1,0,0,0,1,1,3,4,3,91,90,86,91,60,20,70,50,31,5,5,No  ,,No  ,
,Male   ,4-year College Degree   ,White/Caucasian   ,No   ,Obese,Married (Cohabiting),Agree,Somewhat agree,Somewhat agree,Strongly agree,Agree,Strongly Disagree,Disagree,Disagree,Somewhat disagree,Somewhat disagree,Somewhat agree,"Yes, please indicate how many children you have",3,Keeping my weight about the same   ,305,I'm very confident about my estimate  ,Over a week ago   ,78,,,305,230,No  ,,Rarely,Rarely,Rarely,Never,Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,Never,Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,Sometimes,Rarely,Never,Never,0,0,0,7,0,3,1,0,7,0,0,0,0,7,0,0,1,4,5,0,0,6,5,5,5,2,7,7,5,0,0,7,6,0,1,4,50,70,70,30,50,10,80,80,80,,3,No  ,,No  ,
32,Male   ,4-year College Degree   ,Other   ,No   ,Overweight,Married (Cohabiting),,,,,,,,,,,,No,,Gaining weight ,250,I'm fairly confident about my estimate   ,Over a month ago   ,75,,,250,200,"Yes, If Yes add box please briefly describe what is working for you",eating less,Rarely,Never,Sometimes,Never,Rarely,Rarely,Rarely,Rarely,Rarely,Never,Never,Never,Rarely,Rarely,Rarely,Never,Rarely,Rarely,Never,Never,Never,5,4,0,7,0,1,7,7,7,0,2,0,0,7,0,0,7,1,0,0,0,7,0,0,0,2,7,3,1,0,0,7,0,0,7,2,76,72,73,49,41,55,4,8,5,3,3,No  ,,No  ,
28,Female   ,4-year College Degree   ,White/Caucasian   ,No   ,Overweight,Divorced/Separated,,,,,,,,,,,,"Yes, please indicate how many children you have",2,Gaining weight ,150,I'm fairly confident about my estimate   ,Today   ,5’5,"Pregnancy   ,Significant relationship change ","Used a very low calorie diet for weight loss (less than 1,200 calories daily)   ",160,135,No  ,,Sometimes,Rarely,Rarely,Rarely,Rarely,Sometimes,Rarely,Sometimes,Rarely,Sometimes,Rarely,Rarely,Rarely,Sometimes,Sometimes,Rarely,Rarely,Sometimes,Sometimes,Sometimes,Sometimes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,Female   ,4-year College Degree   ,White/Caucasian   ,No   ,Overweight,Married (Cohabiting),Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Somewhat agree,Strongly Disagree,Disagree,Strongly Disagree,Strongly agree,Strongly agree,Strongly agree,"Yes, please indicate how many children you have",2,Keeping my weight about the same   ,152,I'm very confident about my estimate  ,This week   ,65,"Pregnancy   ,Started a medication with weight gain as a side effect   ","Used a very low calorie diet for weight loss (less than 1,200 calories daily)   ",160,130,No  ,,Sometimes,Sometimes,Often,Sometimes,Never,Sometimes,Rarely,Often,Rarely,Never,Sometimes,Often,Sometimes,Often,Sometimes,Rarely,Never,Sometimes,Sometimes,Often,Often,2,0,0,0,0,0,3,1,1,2,1,1,0,7,7,4,3,5,1,0,0,0,0,4,0,1,2,0,0,2,0,7,1,7,6,3,3,6,29,14,53,37,,32,,3,2,No  ,,No  ,
,Female   ,4-year College Degree   ,Other   ,Prefer not to answer,Overweight,Never Married  ,,,,,,,,,,,,No,,Keeping my weight about the same   ,205,I have some doubts about my estimate   ,Over a week ago   ,63,"Started a medication with weight gain as a side effect   ,Significant relationship change ",,211,198,No  ,,Often,Often,Often,Often,Often,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Rarely,Sometimes,Often,Never,Often,Often,Often,Often,Often,Sometimes,Often,5,0,0,2,1,5,1,3,3,1,0,7,0,3,6,2,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,20,14,31,31,32,20,23,14,3,1,No  ,,No  ,
,Female   ,4-year College Degree   ,White/Caucasian   ,No   ,Normal weight,Married (Cohabiting),Strongly agree,Strongly Disagree,Strongly agree,Somewhat agree,Agree,Somewhat agree,Disagree,Strongly Disagree,Disagree,Neither agree nor disagree,Strongly agree,No,,Losing weight   ,140,I'm very confident about my estimate  ,This week   ,68,Significant relationship change ,"Used a very low calorie diet for weight loss (less than 1,200 calories daily)   ",160,130,"Yes, If Yes add box please briefly describe what is working for you","Be kind to my body. I am very fortunate to have an overall high metabolism. My hobbies are also active (hiking, gymnastics, etc). As long as I don’t become sedentary or eat too much garbage I’m fine. I’ve lost more weight in the last year due to my vegetarian diet I believe. ",Sometimes,Sometimes,Rarely,Rarely,Never,Rarely,Sometimes,Sometimes,Rarely,Rarely,Never,Sometimes,Sometimes,Rarely,Often,Often,Rarely,Never,Sometimes,Sometimes,Rarely,2,0,0,6,3,1,5,6,3,2,0,2,0,4,0,0,4,2,0,0,0,6,2,1,3,3,4,0,0,0,0,5,0,3,3,0,96,72,85,35,56,16,51,7,5,4,4,No  ,,No  ,
26,Male   ,4-year College Degree   ,Other   ,No   ,Overweight,Married (Cohabiting),Disagree,Disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Disagree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,"Yes, please indicate how many children you have",1 and 1/4,Losing weight   ,173,I'm very confident about my estimate  ,This week   ,"5'6""",,,187 lbs,135 lbs,"Yes, If Yes add box please briefly describe what is working for you","I used to go to the gym on Mondays, Wednesdays, and Saturdays.  I went on Mondays and Wednesdays from 6-8 pm.  I would lift weights and jog from 6-7 and do Zumba from 7-8.  I was in a car accident and haven't been able to work out as much and effectively as I used to.  I have also taken pills called Bio X4 which helped with feeling full after meals, hunger pains, and portion control.",Rarely,Sometimes,Never,Rarely,Never,Rarely,Rarely,Sometimes,Never,Rarely,Never,Sometimes,Never,Rarely,Often,Often,Often,Rarely,Rarely,Sometimes,Rarely,7,0,0,3,4,7,7,7,7,2,0,4,0,4,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,2,0,7,3,7,3,0,80,93,92,71,81,37,29,,,4,2,No  ,,No  ,
24,Female   ,4-year College Degree   ,White/Caucasian   ,Yes   ,Normal weight,Married (Cohabiting),Strongly agree,Disagree,Strongly agree,Does not Apply to Me,Strongly agree,Strongly agree,Somewhat disagree,Disagree,Disagree,Somewhat disagree,Strongly agree,No,,Keeping my weight about the same   ,127,I'm very confident about my estimate  ,Today   ,59,Pregnancy   ,,127,93,"Yes, If Yes add box please briefly describe what is working for you",Working out daily and daily tracking of foods I eat,Rarely,Rarely,Rarely,Sometimes,Rarely,Sometimes,Rarely,Sometimes,Rarely,Rarely,Rarely,Rarely,Sometimes,Rarely,Sometimes,Sometimes,Rarely,Rarely,Rarely,Sometimes,Rarely,5,5,5,7,6,3,6,5,6,2,5,2,0,2,2,2,2,3,5,5,5,4,2,2,4,5,7,7,5,2,0,5,2,1,2,1,86,80,90,89,80,81,61,67,64,4,4,No  ,,No  ,
25,Female   ,4-year College Degree   ,Other   ,Yes   ,Overweight,Married (Cohabiting),Agree,Disagree,Somewhat agree,Somewhat agree,Agree,Strongly Disagree,Strongly Disagree,Somewhat disagree,Somewhat agree,Agree,Agree,"Yes, please indicate how many children you have",1,Keeping my weight about the same   ,152,I'm very confident about my estimate  ,This week   ,61,"Pregnancy   ,Significant relationship change ",,160,115,No  ,,Sometimes,Sometimes,Rarely,Never,Rarely,Sometimes,Never,Never,Never,Never,Rarely,Never,Never,Never,Rarely,Sometimes,Never,Never,Never,Never,Never,5,0,0,0,1,0,3,5,7,3,2,0,0,7,1,1,0,1,0,0,0,4,0,1,0,1,2,0,1,0,0,7,0,5,1,2,75,35,65,25,75,50,15,35,20,4,4,No  ,,No  ,
23,Female   ,4-year College Degree   ,White/Caucasian   ,No   ,Normal weight,Never Married  ,,,,,,,,,,,,No,,Keeping my weight about the same   ,125,I'm very confident about my estimate  ,This week   ,65,Significant relationship change ,"Used a very low calorie diet for weight loss (less than 1,200 calories daily)   ",128,120,No  ,,Often,Often,Sometimes,Sometimes,Rarely,Sometimes,Sometimes,Often,Sometimes,Sometimes,Rarely,Sometimes,Often,Often,Sometimes,Often,Sometimes,Often,Sometimes,Sometimes,Often,2,0,0,3,1,1,5,2,0,3,1,3,0,2,1,4,4,6,4,4,3,3,6,6,7,6,6,3,3,1,0,0,0,2,2,3,80,80,85,70,65,45,90,95,85,3,4,No  ,,No  ,
,Male   ,4-year College Degree   ,White/Caucasian   ,No   ,Normal weight,Married (Cohabiting),Strongly agree,Disagree,Strongly agree,Somewhat agree,Agree,Agree,Disagree,Disagree,Somewhat agree,Somewhat agree,Strongly agree,No,,Losing weight   ,209,I'm very confident about my estimate  ,This week   ,72,,,221,205,"Yes, If Yes add box please briefly describe what is working for you",Eating healthier ,Sometimes,Rarely,Rarely,Rarely,Sometimes,Sometimes,Rarely,Rarely,Rarely,Rarely,Rarely,Sometimes,Never,Rarely,Often,Often,Rarely,Rarely,Often,Sometimes,Never,2,0,0,4,3,2,4,4,4,2,3,2,0,2,2,7,0,2,2,0,0,3,3,3,4,5,2,0,2,3,0,4,2,7,1,4,69,71,71,78,63,15,47,76,16,4,4,No  ,,No  ,
63,Female   ,4-year College Degree   ,White/Caucasian   ,No   ,Overweight,Married (Cohabiting),Strongly Disagree,,Agree,Agree,Agree,Somewhat disagree,Strongly Disagree,Disagree,Disagree,Disagree,Disagree,"Yes, please indicate how many children you have",6,Gaining weight ,165,I'm very confident about my estimate  ,Today   ,69,Started a medication with weight gain as a side effect   ,,165,120,,,Rarely,Rarely,Rarely,Sometimes,Sometimes,Rarely,Rarely,Rarely,Rarely,Sometimes,Rarely,Rarely,Rarely,Rarely,Sometimes,Rarely,Rarely,Rarely,Never,Never,Never,2,2,0,4,2,2,1,4,4,4,4,1,0,3,2,2,0,3,0,0,0,5,0,1,1,4,,0,0,0,0,0,0,5,0,0,43,42,48,53,53,22,26,51,9,3,3,No  ,,No  ,
33,Male   ,4-year College Degree   ,White/Caucasian   ,No   ,Overweight,Married (Cohabiting),Strongly agree,Strongly Disagree,Agree,Does not Apply to Me,Strongly Disagree,Strongly agree,Neither agree nor disagree,Disagree,Disagree,Strongly agree,Disagree,"Yes, please indicate how many children you have",2,Keeping my weight about the same   ,219,I'm very confident about my estimate  ,This week   ,72,,"Used a very low calorie diet for weight loss (less than 1,200 calories daily)   ",243,180,"Yes, If Yes add box please briefly describe what is working for you","I'd say I have been able to manage my weight because for the past year I have stayed at the same weight and not gained back what I've lost, but after losing about 20 lbs i am still over weight and have not been able to lose more.  To manage my current weight I run about 20 miles per week, lift weights about 2 times a week. ",Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,Never,Rarely,Sometimes,Rarely,Sometimes,Often,Rarely,Rarely,Rarely,Rarely,Never,Never,2,0,0,0,6,6,6,5,5,4,0,1,0,1,3,6,4,2,0,0,0,4,0,0,1,1,4,0,0,2,0,3,3,3,4,3,58,23,38,100,100,40,10,8,0,4,2,No  ,,No  ,
27,Male   ,4-year College Degree   ,White/Caucasian   ,No   ,Underweight,Never Married  ,,,,,,,,,,,,No,,Keeping my weight about the same   ,130,I'm very confident about my estimate  ,This week   ,66,Significant relationship change ,,135,100,"Yes, If Yes add box please briefly describe what is working for you","I exercise between 1 to 2 hours every day, with at least 20 mins dedicated to stretching, the rest to cardio/strength training. I also go for walks in the evening.",Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,Never,Never,Never,Sometimes,Rarely,Sometimes,Rarely,Rarely,Sometimes,Sometimes,Rarely,Never,Never,Sometimes,Sometimes,4,0,0,4,6,5,6,6,4,1,4,0,0,2,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,90,100,80,50,60,,,,4,,No  ,,No  ,
,Female   ,4-year College Degree   ,White/Caucasian   ,No   ,Overweight,Married (Cohabiting),Strongly agree,Disagree,Somewhat disagree,Strongly agree,Agree,Disagree,Somewhat disagree,Strongly Disagree,Somewhat disagree,Somewhat agree,Agree,"Yes, please indicate how many children you have",2,Gaining weight ,188,I'm very confident about my estimate  ,This week   ,61,"Pregnancy   ,Significant relationship change ",,205,100,"Yes, If Yes add box please briefly describe what is working for you",Running daily ,Rarely,Sometimes,Sometimes,Sometimes,Often,Often,Often,Sometimes,Rarely,Never,Never,Rarely,Rarely,Never,Sometimes,Rarely,Never,Never,Never,Rarely,Rarely,5,3,0,0,0,1,1,3,5,1,3,4,0,5,4,0,2,2,0,0,1,6,5,6,4,4,4,1,0,1,0,1,1,1,2,1,0,0,0,100,100,100,100,100,25,2,2,No  ,,No  ,
63,Male   ,4-year College Degree   ,White/Caucasian   ,No   ,Overweight,Married (Cohabiting),Somewhat agree,Disagree,Disagree,Agree,Agree,Strongly Disagree,Disagree,Disagree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,"Yes, please indicate how many children you have",5,Keeping my weight about the same   ,340,I'm fairly confident about my estimate   ,Today   ,66,"Started a medication with weight gain as a side effect   ,Significant medical experience impeding mobility   ","Used a very low calorie diet for weight loss (less than 1,200 calories daily)   ",350,165,No  ,,Rarely,Rarely,Sometimes,Rarely,Never,Never,Rarely,Never,Rarely,Rarely,Never,Never,Never,Never,Rarely,Sometimes,Rarely,Rarely,Never,Rarely,Never,0,0,0,3,1,1,2,2,1,3,4,0,0,7,4,7,5,6,2,3,1,1,0,0,0,2,5,5,0,1,0,7,5,0,4,7,,,,50,50,25,25,25,16,2,2,No  ,,"Yes, Gastric bypass",
37,Female   ,4-year College Degree   ,White/Caucasian   ,No   ,Overweight,Married (Cohabiting),Neither agree nor disagree,Agree,Disagree,Somewhat disagree,Disagree,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,"Yes, please indicate how many children you have",6,Gaining weight ,148,I'm very confident about my estimate  ,This week   ,62,"Started a medication with weight gain as a side effect   ,Significant medical experience impeding mobility   ","Used a very low calorie diet for weight loss (less than 1,200 calories daily)   ",150,105,No  ,,Rarely,Sometimes,Rarely,Rarely,Rarely,Rarely,Never,Rarely,Rarely,Rarely,Never,Sometimes,Never,Never,Sometimes,Sometimes,Rarely,Never,Never,Rarely,Rarely,2,2,2,1,2,4,2,2,5,1,7,2,0,3,7,7,2,2,0,0,0,3,1,0,0,0,7,0,0,2,0,7,0,7,3,4,0,0,4,9,8,5,1,1,1,1,2,No  ,,No  ,
47,Male   ,4-year College Degree   ,White/Caucasian   ,No   ,Overweight,Divorced/Separated,,,,,,,,,,,,"Yes, please indicate how many children you have",2,Gaining weight ,270,I'm fairly confident about my estimate   ,This week   ,72,Significant medical experience impeding mobility   ,,280,215,"Yes, If Yes add box please briefly describe what is working for you", Body for Life  exercise and nutrition plan ,Rarely,Rarely,Sometimes,Sometimes,Rarely,Rarely,Never,Rarely,Rarely,Rarely,Sometimes,Sometimes,Rarely,Sometimes,Sometimes,Rarely,Rarely,Sometimes,Rarely,Rarely,Rarely,4,7,1,2,0,0,1,2,0,1,0,4,0,5,5,7,6,7,1,0,1,0,0,0,1,4,0,1,5,2,0,2,0,7,3,1,61,27,54,84,82,84,11,96,34,4,3,No  ,,No  ,
53,Female   ,Masters Degree   ,White/Caucasian   ,No   ,Overweight,Married (Cohabiting),Strongly agree,Disagree,Agree,Strongly agree,Agree,Somewhat agree,Disagree,Disagree,Disagree,Disagree,Agree,"Yes, please indicate how many children you have",1,Keeping my weight about the same   ,195,I have no confidence in my estimate   ,Over a week ago   ,70,Significant medical experience impeding mobility   ,"Used a very low calorie diet for weight loss (less than 1,200 calories daily)   ",225,150,No  ,,Rarely,Rarely,Rarely,Sometimes,Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,Sometimes,Rarely,Rarely,Rarely,Never,Rarely,Rarely,6,4,3,7,3,2,7,7,7,0,5,0,0,3,1,0,1,0,1,0,0,6,4,,3,3,2,0,0,0,0,4,1,2,3,2,70,59,70,100,82,82,100,69,19,4,4,No  ,,No  ,
,Female   ,4-year College Degree   ,White/Caucasian   ,No   ,Normal weight,Married (Cohabiting),Strongly agree,Disagree,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Strongly Disagree,Disagree,Disagree,Somewhat disagree,Strongly agree,"Yes, please indicate how many children you have",2,Losing weight   ,164.8,I'm very confident about my estimate  ,Today   ,"67""","Pregnancy   ,Significant relationship change ",,218,164.8,"Yes, If Yes add box please briefly describe what is working for you",Counting macros and consistent exercise ,Sometimes,Often,Never,Never,Rarely,Sometimes,Rarely,Sometimes,Rarely,Never,Never,Rarely,Never,Sometimes,Rarely,Never,Rarely,Sometimes,Sometimes,Sometimes,Rarely,7,7,7,3,7,7,7,7,7,7,7,0,0,1,0,1,2,1,1,0,0,5,4,7,6,7,4,4,1,0,0,2,0,3,3,1,100,100,100,100,100,100,76,74,100,5,4,No  ,,No  ,
26,Female   ,4-year College Degree   ,White/Caucasian   ,No   ,Overweight,Never Married  ,,,,,,,,,,,,No,,Gaining weight ,232.3,Neutral   ,Today   ,60 inches ,,"Used a very low calorie diet for weight loss (less than 1,200 calories daily)   ",300,180,No  ,,Rarely,Rarely,Sometimes,Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,Never,Rarely,Rarely,Rarely,Rarely,Never,Sometimes,Often,Sometimes,Never,Rarely,Rarely,2,2,0,6,2,5,1,3,6,1,0,0,0,4,0,3,0,0,0,0,0,4,3,0,3,5,7,3,5,0,0,4,0,1,1,0,2,2,1,10,12,16,11,11,14,3,4,No  ,,No  ,
,Female   ,4-year College Degree   ,White/Caucasian   ,No   ,Normal weight,Married (Cohabiting),Strongly agree,Strongly Disagree,Agree,Does not Apply to Me,Disagree,Disagree,Disagree,Disagree,Disagree,Somewhat agree,Agree,"Yes, please indicate how many children you have",2 and I’m pregnant.,Gaining weight ,163,I'm very confident about my estimate  ,This week   ,64,Pregnancy   ,"Used a very low calorie diet for weight loss (less than 1,200 calories daily)   ",180,105,"Yes, If Yes add box please briefly describe what is working for you",Exercising and watching what I eat.,Sometimes,Sometimes,Sometimes,Often,Often,Sometimes,Sometimes,Sometimes,Sometimes,Rarely,Rarely,Rarely,Rarely,Rarely,Sometimes,Rarely,Sometimes,Rarely,Never,Never,Never,4,0,0,7,6,7,6,0,7,7,0,0,0,2,0,2,4,0,0,0,0,7,7,0,7,0,7,7,7,0,0,2,0,0,4,0,80,80,80,20,20,20,100,,,3,5,No  ,,No  ,
